"COL0","COL1","COL2","COL3","COL4","COL5","COL6","COL7","COL8","COL9","COL10","COL11","COL12","COL13","COL14","COL15","COL16","COL17","COL18","COL19"

1996-12,23092000.0,14918800.0,13465700.0,10872500.0,2593200.0,1453100.0,9.7,64.6,58.3,23092000.0,14736100.0,13369100.0,10627100.0,2742000.0,1367000.0,9.3,63.8,57.9,13477900.0
1997-01,23114700.0,14951900.0,13535900.0,10948200.0,2587700.0,1416000.0,9.5,64.7,58.6,23114700.0,14659800.0,13147700.0,10447600.0,2700100.0,1512200.0,10.3,63.4,56.9,13505200.0
1997-02,23134500.0,14961800.0,13538100.0,10930700.0,2607400.0,1423700.0,9.5,64.7,58.5,23134500.0,14725700.0,13215300.0,10451500.0,2763800.0,1510400.0,10.3,63.7,57.1,13534000.0
1997-03,23156300.0,14968100.0,13569800.0,10937000.0,2632800.0,1398200.0,9.3,64.6,58.6,23156300.0,14763000.0,13289600.0,10539100.0,2750500.0,1473400.0,10.0,63.8,57.4,13567800.0
1997-04,23185100.0,14986500.0,13571200.0,10959900.0,2611300.0,1415300.0,9.4,64.6,58.5,23185100.0,14811200.0,13355900.0,10667700.0,2688100.0,1455400.0,9.8,63.9,57.6,13603600.0
1997-05,23208600.0,15045200.0,13637200.0,11028400.0,2608800.0,1408000.0,9.4,64.8,58.8,23208600.0,15168200.0,13732900.0,11127500.0,2605300.0,1435300.0,9.5,65.4,59.2,13644100.0
1997-06,23237400.0,15066200.0,13690000.0,11133300.0,2556600.0,1376200.0,9.1,64.8,58.9,23237400.0,15398000.0,14040700.0,11578800.0,2461900.0,1357300.0,8.8,66.3,60.4,13687600.0
1997-07,23260100.0,15075900.0,13731500.0,11080300.0,2651200.0,1344400.0,8.9,64.8,59.0,23260100.0,15525100.0,14117300.0,11755900.0,2361400.0,1407700.0,9.1,66.7,60.7,13732100.0
1997-08,23283500.0,15143700.0,13798900.0,11124600.0,2674300.0,1344800.0,8.9,65.0,59.3,23283500.0,15541100.0,14172500.0,11832200.0,2340400.0,1368600.0,8.8,66.7,60.9,13772900.0
1997-09,23312700.0,15155200.0,13815900.0,11221000.0,2595000.0,1339300.0,8.8,65.0,59.3,23312700.0,15145900.0,13923800.0,11357300.0,2566500.0,1222100.0,8.1,65.0,59.7,13805900.0
1997-10,23335300.0,15180500.0,13833100.0,11206300.0,2626800.0,1347400.0,8.9,65.1,59.3,23335300.0,15149500.0,13901500.0,11213200.0,2688400.0,1248000.0,8.2,64.9,59.6,13833000.0
1997-11,23356400.0,15205800.0,13859500.0,11233600.0,2625900.0,1346300.0,8.9,65.1,59.3,23356400.0,15102800.0,13820200.0,11091600.0,2728600.0,1282600.0,8.5,64.7,59.2,13853400.0
1997-12,23375400.0,15158000.0,13874900.0,11295600.0,2579200.0,1283100.0,8.5,64.8,59.4,23375400.0,14976500.0,13780600.0,11059200.0,2721500.0,1195900.0,8.0,64.1,59.0,13873300.0
1998-01,23397500.0,15202800.0,13864800.0,11286200.0,2578700.0,1337900.0,8.8,65.0,59.3,23397500.0,14895100.0,13474600.0,10787900.0,2686700.0,1420500.0,9.5,63.7,57.6,13892400.0
1998-02,23419200.0,15217100.0,13914500.0,11327700.0,2586800.0,1302600.0,8.6,65.0,59.4,23419200.0,14967200.0,13597200.0,10876700.0,2720600.0,1370000.0,9.2,63.9,58.1,13914500.0
1998-03,23438600.0,15222900.0,13949400.0,11328600.0,2620800.0,1273400.0,8.4,64.9,59.5,23438600.0,15003300.0,13654900.0,10943800.0,2711100.0,1348500.0,9.0,64.0,58.3,13940300.0
1998-04,23459900.0,15238500.0,13977600.0,11322400.0,2655200.0,1260900.0,8.3,65.0,59.6,23459900.0,15069800.0,13766500.0,11039600.0,2726900.0,1303300.0,8.6,64.2,58.7,13968100.0
1998-05,23482100.0,15257600.0,13993300.0,11366900.0,2626400.0,1264300.0,8.3,65.0,59.6,23482100.0,15385000.0,14091500.0,11470700.0,2620800.0,1293500.0,8.4,65.5,60.0,13996600.0
1998-06,23509500.0,15284100.0,14005800.0,11383500.0,2622300.0,1278200.0,8.4,65.0,59.6,23509500.0,15592700.0,14341200.0,11806600.0,2534600.0,1251500.0,8.0,66.3,61.0,14028700.0
1998-07,23528900.0,15333400.0,14063800.0,11392900.0,2670900.0,1269600.0,8.3,65.2,59.8,23528900.0,15771500.0,14441000.0,12048700.0,2392300.0,1330400.0,8.4,67.0,61.4,14062000.0
1998-08,23547600.0,15341400.0,14101700.0,11441700.0,2660000.0,1239700.0,8.1,65.2,59.9,23547600.0,15733800.0,14468400.0,12139700.0,2328700.0,1265500.0,8.0,66.8,61.4,14095700.0
1998-09,23572200.0,15405400.0,14140700.0,11473400.0,2667300.0,1264700.0,8.2,65.4,60.0,23572200.0,15386800.0,14235500.0,11597600.0,2637900.0,1151300.0,7.5,65.3,60.4,14130500.0
1998-10,23592300.0,15392500.0,14159400.0,11508700.0,2650700.0,1233100.0,8.0,65.2,60.0,23592300.0,15357600.0,14224500.0,11511900.0,2712600.0,1133100.0,7.4,65.1,60.3,14161700.0
1998-11,23611500.0,15439100.0,14198900.0,11524900.0,2674100.0,1240200.0,8.0,65.4,60.1,23611500.0,15338200.0,14162400.0,11386500.0,2775900.0,1175800.0,7.7,65.0,60.0,14191900.0
1998-12,23629500.0,15459000.0,14200000.0,11498900.0,2701100.0,1259000.0,8.1,65.4,60.1,23629500.0,15277100.0,14106400.0,11268100.0,2838300.0,1170700.0,7.7,64.7,59.7,14219000.0
1999-01,23650900.0,15499400.0,14273300.0,11592200.0,2681200.0,1226000.0,7.9,65.5,60.3,23650900.0,15182700.0,13881500.0,11094500.0,2787000.0,1301100.0,8.6,64.2,58.7,14243800.0
1999-02,23672200.0,15486600.0,14263300.0,11612200.0,2651000.0,1223300.0,7.9,65.4,60.3,23672200.0,15240800.0,13952600.0,11167200.0,2785400.0,1288200.0,8.5,64.4,58.9,14267500.0
1999-03,23693500.0,15497700.0,14278700.0,11643700.0,2635000.0,1219000.0,7.9,65.4,60.3,23693500.0,15274100.0,13988300.0,11262600.0,2725600.0,1285800.0,8.4,64.5,59.0,14293600.0
1999-04,23716000.0,15592500.0,14316600.0,11693400.0,2623200.0,1275900.0,8.2,65.7,60.4,23716000.0,15426300.0,14102300.0,11412300.0,2690000.0,1324000.0,8.6,65.0,59.5,14320600.0
1999-05,23739900.0,15591500.0,14352700.0,11731600.0,2621100.0,1238800.0,7.9,65.7,60.5,23739900.0,15724700.0,14454500.0,11837500.0,2617000.0,1270300.0,8.1,66.2,60.9,14351000.0
1999-06,23769700.0,15553300.0,14373000.0,11721400.0,2651500.0,1180300.0,7.6,65.4,60.5,23769700.0,15844400.0,14698700.0,12129500.0,2569300.0,1145700.0,7.2,66.7,61.8,14382300.0
1999-07,23792900.0,15610200.0,14430900.0,11754300.0,2676500.0,1179300.0,7.6,65.6,60.7,23792900.0,16052400.0,14804600.0,12407400.0,2397200.0,1247900.0,7.8,67.5,62.2,14414300.0
1999-08,23820600.0,15610600.0,14451800.0,11769000.0,2682800.0,1158900.0,7.4,65.5,60.7,23820600.0,15998600.0,14776000.0,12415700.0,2360300.0,1222600.0,7.6,67.2,62.0,14449600.0
1999-09,23844800.0,15645900.0,14474600.0,11816200.0,2658400.0,1171300.0,7.5,65.6,60.7,23844800.0,15620500.0,14556500.0,11927600.0,2628900.0,1064000.0,6.8,65.5,61.0,14485200.0
1999-10,23869200.0,15640300.0,14514700.0,11864400.0,2650200.0,1125600.0,7.2,65.5,60.8,23869200.0,15602200.0,14575200.0,11861900.0,2713300.0,1027000.0,6.6,65.4,61.1,14522000.0
1999-11,23892800.0,15633500.0,14549400.0,11923400.0,2626000.0,1084100.0,6.9,65.4,60.9,23892800.0,15538800.0,14517400.0,11789300.0,2728100.0,1021400.0,6.6,65.0,60.8,14561300.0
1999-12,23915000.0,15671100.0,14611300.0,11978400.0,2632900.0,1059800.0,6.8,65.5,61.1,23915000.0,15498900.0,14516200.0,11751500.0,2764600.0,982700.0,6.3,64.8,60.7,14600900.0
2000-01,23937800.0,15720800.0,14652700.0,12006900.0,2645900.0,1068100.0,6.8,65.7,61.2,23937800.0,15385900.0,14257000.0,11507200.0,2749800.0,1128900.0,7.3,64.3,59.6,14637200.0
2000-02,23963500.0,15753300.0,14672200.0,12027300.0,2645000.0,1081100.0,6.9,65.7,61.2,23963500.0,15496500.0,14363700.0,11581900.0,2781800.0,1132700.0,7.3,64.7,59.9,14669500.0
2000-03,23988600.0,15779800.0,14697500.0,12061500.0,2636000.0,1082300.0,6.9,65.8,61.3,23988600.0,15548400.0,14418000.0,11684600.0,2733400.0,1130400.0,7.3,64.8,60.1,14694900.0
2000-04,24014600.0,15787200.0,14722700.0,12034400.0,2688200.0,1064500.0,6.7,65.7,61.3,24014600.0,15604100.0,14493100.0,11745800.0,2747400.0,1111000.0,7.1,65.0,60.4,14715300.0
2000-05,24048500.0,15783800.0,14736400.0,12076600.0,2659800.0,1047500.0,6.6,65.6,61.3,24048500.0,15949600.0,14874900.0,12233500.0,2641400.0,1074700.0,6.7,66.3,61.9,14731700.0
2000-06,24076300.0,15807800.0,14746800.0,12074900.0,2671900.0,1061000.0,6.7,65.7,61.3,24076300.0,16075200.0,15056300.0,12452500.0,2603800.0,1018900.0,6.3,66.8,62.5,14745700.0
2000-07,24102500.0,15818500.0,14750400.0,12079500.0,2670900.0,1068000.0,6.8,65.6,61.2,24102500.0,16256800.0,15112900.0,12723700.0,2389200.0,1143900.0,7.0,67.4,62.7,14764000.0
2000-08,24134600.0,15883500.0,14770300.0,12082300.0,2688000.0,1113100.0,7.0,65.8,61.2,24134600.0,16275500.0,15097000.0,12738700.0,2358300.0,1178500.0,7.2,67.4,62.6,14787000.0
2000-09,24162100.0,15916300.0,14812200.0,12081800.0,2730400.0,1104100.0,6.9,65.9,61.3,24162100.0,15888500.0,14883900.0,12191000.0,2692900.0,1004600.0,6.3,65.8,61.6,14812500.0
2000-10,24189600.0,15955700.0,14835300.0,12138800.0,2696500.0,1120400.0,7.0,66.0,61.3,24189600.0,15910500.0,14896300.0,12137100.0,2759200.0,1014100.0,6.4,65.8,61.6,14838500.0
2000-11,24216400.0,15982100.0,14871400.0,12203600.0,2667800.0,1110700.0,6.9,66.0,61.4,24216400.0,15882900.0,14846200.0,12079300.0,2766900.0,1036700.0,6.5,65.6,61.3,14861800.0
2000-12,24241900.0,16003200.0,14920000.0,12219900.0,2700100.0,1083200.0,6.8,66.0,61.5,24241900.0,15829300.0,14822200.0,11997500.0,2824800.0,1007000.0,6.4,65.3,61.1,14881300.0
2001-01,24255300.0,15994500.0,14894400.0,12196300.0,2698000.0,1100100.0,6.9,65.9,61.4,24255300.0,15707700.0,14526000.0,11706400.0,2819600.0,1181700.0,7.5,64.8,59.9,14893500.0
2001-02,24280400.0,16004400.0,14883900.0,12202300.0,2681500.0,1120500.0,7.0,65.9,61.3,24280400.0,15747900.0,14572400.0,11754300.0,2818200.0,1175500.0,7.5,64.9,60.0,14901300.0
2001-03,24308100.0,16033200.0,14888700.0,12202600.0,2686100.0,1144600.0,7.1,66.0,61.2,24308100.0,15819700.0,14619100.0,11833400.0,2785700.0,1200700.0,7.6,65.1,60.1,14908100.0
2001-04,24344900.0,16066900.0,14922300.0,12221100.0,2701200.0,1144700.0,7.1,66.0,61.3,24344900.0,15905000.0,14724300.0,11957800.0,2766500.0,1180700.0,7.4,65.3,60.5,14916600.0
2001-05,24375100.0,16076900.0,14946200.0,12219500.0,2726700.0,1130600.0,7.0,66.0,61.3,24375100.0,16228100.0,15080900.0,12363200.0,2717700.0,1147200.0,7.1,66.6,61.9,14925400.0
2001-06,24406300.0,16085100.0,14922500.0,12218300.0,2704200.0,1162600.0,7.2,65.9,61.1,24406300.0,16332500.0,15230600.0,12581700.0,2648800.0,1101900.0,6.7,66.9,62.4,14935200.0
2001-07,24442100.0,16083900.0,14946300.0,12187200.0,2759100.0,1137700.0,7.1,65.8,61.1,24442100.0,16494400.0,15297800.0,12859000.0,2438700.0,1196700.0,7.3,67.5,62.6,14945600.0
2001-08,24470700.0,16112400.0,14948500.0,12262600.0,2685900.0,1163900.0,7.2,65.8,61.1,24470700.0,16509000.0,15273100.0,12926300.0,2346800.0,1235800.0,7.5,67.5,62.4,14954600.0
2001-09,24498400.0,16131500.0,14972800.0,12273000.0,2699800.0,1158700.0,7.2,65.8,61.1,24498400.0,16092900.0,15029500.0,12392000.0,2637500.0,1063400.0,6.6,65.7,61.3,14962900.0
2001-10,24525100.0,16159800.0,14976900.0,12274000.0,2702900.0,1182900.0,7.3,65.9,61.1,24525100.0,16105000.0,15023000.0,12273800.0,2749200.0,1081900.0,6.7,65.7,61.3,14969800.0
2001-11,24550900.0,16199700.0,14990300.0,12240700.0,2749600.0,1209400.0,7.5,66.0,61.1,24550900.0,16101700.0,14951400.0,12108300.0,2843000.0,1150400.0,7.1,65.6,60.9,14981700.0
2001-12,24575000.0,16276100.0,14965600.0,12199900.0,2765700.0,1310400.0,8.1,66.2,60.9,24575000.0,16084900.0,14859500.0,11996200.0,2863400.0,1225400.0,7.6,65.5,60.5,14998800.0
2002-01,24608400.0,16324200.0,15018400.0,12220600.0,2797800.0,1305900.0,8.0,66.3,61.0,24608400.0,16062700.0,14659900.0,11741100.0,2918800.0,1402700.0,8.7,65.3,59.6,15025700.0
2002-02,24634000.0,16338400.0,15038700.0,12257800.0,2780900.0,1299600.0,8.0,66.3,61.0,24634000.0,16092700.0,14732800.0,11813100.0,2919700.0,1359900.0,8.5,65.3,59.8,15061800.0
2002-03,24662400.0,16409400.0,15114200.0,12302400.0,2811800.0,1295200.0,7.9,66.5,61.3,24662400.0,16201100.0,14846700.0,11930900.0,2915800.0,1354400.0,8.4,65.7,60.2,15109700.0
2002-04,24699400.0,16431400.0,15165900.0,12329800.0,2836100.0,1265500.0,7.7,66.5,61.4,24699400.0,16273300.0,14968300.0,12071600.0,2896700.0,1305000.0,8.0,65.9,60.6,15164800.0
2002-05,24729800.0,16503500.0,15221800.0,12381400.0,2840400.0,1281800.0,7.8,66.7,61.6,24729800.0,16663600.0,15352000.0,12519800.0,2832200.0,1311600.0,7.9,67.4,62.1,15221900.0
2002-06,24761000.0,16541500.0,15278900.0,12438900.0,2840100.0,1262600.0,7.6,66.8,61.7,24761000.0,16788800.0,15597900.0,12804300.0,2793600.0,1190800.0,7.1,67.8,63.0,15277600.0
2002-07,24795800.0,16593600.0,15327900.0,12490500.0,2837400.0,1265700.0,7.6,66.9,61.8,24795800.0,17009800.0,15688900.0,13166700.0,2522200.0,1320900.0,7.8,68.6,63.3,15328700.0
2002-08,24818600.0,16646300.0,15412500.0,12522400.0,2890200.0,1233800.0,7.4,67.1,62.1,24818600.0,17052600.0,15740100.0,13209900.0,2530200.0,1312500.0,7.7,68.7,63.4,15373800.0
2002-09,24845800.0,16673300.0,15415900.0,12520800.0,2895100.0,1257400.0,7.5,67.1,62.0,24845800.0,16652300.0,15498900.0,12596600.0,2902300.0,1153400.0,6.9,67.0,62.4,15412000.0
2002-10,24868100.0,16685900.0,15422100.0,12486700.0,2935400.0,1263800.0,7.6,67.1,62.0,24868100.0,16646500.0,15496300.0,12455400.0,3040800.0,1150200.0,6.9,66.9,62.3,15448400.0
2002-11,24889700.0,16719700.0,15474600.0,12546600.0,2928000.0,1245100.0,7.4,67.2,62.2,24889700.0,16652600.0,15464600.0,12412700.0,3051900.0,1188100.0,7.1,66.9,62.1,15483000.0
2002-12,24909800.0,16788300.0,15522900.0,12582600.0,2940300.0,1265500.0,7.5,67.4,62.3,24909800.0,16632100.0,15449500.0,12351800.0,3097800.0,1182600.0,7.1,66.8,62.0,15515100.0
2003-01,24932700.0,16796300.0,15542700.0,12597100.0,2945600.0,1253600.0,7.5,67.4,62.3,24932700.0,16515000.0,15179300.0,12110700.0,3068600.0,1335700.0,8.1,66.2,60.9,15543000.0
2003-02,24953800.0,16858900.0,15596000.0,12627500.0,2968500.0,1263000.0,7.5,67.6,62.5,24953800.0,16607500.0,15291400.0,12171500.0,3119900.0,1316100.0,7.9,66.6,61.3,15566900.0
2003-03,24978600.0,16846300.0,15598900.0,12646000.0,2952900.0,1247400.0,7.4,67.4,62.4,24978600.0,16640300.0,15339600.0,12266700.0,3072900.0,1300800.0,7.8,66.6,61.4,15585000.0
2003-04,25009700.0,16877300.0,15593000.0,12662600.0,2930400.0,1284300.0,7.6,67.5,62.3,25009700.0,16706000.0,15386700.0,12392600.0,2994100.0,1319300.0,7.9,66.8,61.5,15597900.0
2003-05,25035100.0,16902200.0,15576300.0,12646100.0,2930200.0,1325900.0,7.8,67.5,62.2,25035100.0,17062500.0,15700700.0,12772100.0,2928600.0,1361900.0,8.0,68.2,62.7,15608100.0
2003-06,25068700.0,16915900.0,15632700.0,12648200.0,2984500.0,1283200.0,7.6,67.5,62.4,25068700.0,17210300.0,15984700.0,13114100.0,2870600.0,1225600.0,7.1,68.7,63.8,15622800.0
2003-07,25095900.0,16953700.0,15650300.0,12694100.0,2956200.0,1303400.0,7.7,67.6,62.4,25095900.0,17363800.0,16002900.0,13369600.0,2633300.0,1361000.0,7.8,69.2,63.8,15642600.0
2003-08,25121700.0,16975700.0,15649600.0,12664800.0,2984800.0,1326200.0,7.8,67.6,62.3,25121700.0,17380200.0,15971900.0,13359000.0,2612900.0,1408300.0,8.1,69.2,63.6,15667400.0
2003-09,25154000.0,17014700.0,15681300.0,12665800.0,3015500.0,1333400.0,7.8,67.6,62.3,25154000.0,16982800.0,15750100.0,12745900.0,3004200.0,1232700.0,7.3,67.5,62.6,15698200.0
2003-10,25179600.0,17018800.0,15731000.0,12768500.0,2962500.0,1287800.0,7.6,67.6,62.5,25179600.0,16975100.0,15801800.0,12738900.0,3062900.0,1173300.0,6.9,67.4,62.8,15732200.0
2003-11,25203700.0,17041200.0,15781300.0,12794600.0,2986700.0,1259900.0,7.4,67.6,62.6,25203700.0,16971300.0,15772600.0,12658900.0,3113600.0,1198700.0,7.1,67.3,62.6,15765300.0
2003-12,25225600.0,17068600.0,15817000.0,12829400.0,2987600.0,1251600.0,7.3,67.7,62.7,25225600.0,16914900.0,15748400.0,12609100.0,3139300.0,1166500.0,6.9,67.1,62.4,15793800.0
2004-01,25250000.0,17072600.0,15819000.0,12860300.0,2958700.0,1253500.0,7.3,67.6,62.6,25250000.0,16780100.0,15452400.0,12374200.0,3078200.0,1327700.0,7.9,66.5,61.2,15819100.0
2004-02,25276500.0,17083900.0,15834500.0,12899100.0,2935400.0,1249500.0,7.3,67.6,62.6,25276500.0,16819000.0,15513400.0,12435000.0,3078400.0,1305600.0,7.8,66.5,61.4,15842000.0
2004-03,25302800.0,17096600.0,15846800.0,12934000.0,2912800.0,1249900.0,7.3,67.6,62.6,25302800.0,16857800.0,15538000.0,12515500.0,3022400.0,1319800.0,7.8,66.6,61.4,15861300.0
2004-04,25330100.0,17117800.0,15885900.0,12972100.0,2913800.0,1231900.0,7.2,67.6,62.7,25330100.0,16931100.0,15663000.0,12687400.0,2975600.0,1268100.0,7.5,66.8,61.8,15880500.0
2004-05,25358700.0,17117200.0,15906500.0,12964500.0,2942000.0,1210700.0,7.1,67.5,62.7,25358700.0,17283300.0,16016300.0,13069100.0,2947300.0,1266900.0,7.3,68.2,63.2,15899200.0
2004-06,25395600.0,17162400.0,15924500.0,12985000.0,2939500.0,1237900.0,7.2,67.6,62.7,25395600.0,17446400.0,16273700.0,13427800.0,2845900.0,1172700.0,6.7,68.7,64.1,15917400.0
2004-07,25425100.0,17145700.0,15936300.0,12955900.0,2980400.0,1209400.0,7.1,67.4,62.7,25425100.0,17565100.0,16287800.0,13630700.0,2657100.0,1277300.0,7.3,69.1,64.1,15935100.0
2004-08,25459900.0,17134000.0,15933600.0,12962200.0,2971400.0,1200500.0,7.0,67.3,62.6,25459900.0,17534700.0,16224400.0,13622400.0,2602000.0,1310300.0,7.5,68.9,63.7,15951700.0
2004-09,25487300.0,17169900.0,15977000.0,13032000.0,2945100.0,1192900.0,6.9,67.4,62.7,25487300.0,17131500.0,16023100.0,13116900.0,2906300.0,1108400.0,6.5,67.2,62.9,15969100.0
2004-10,25513400.0,17202600.0,15986900.0,13033400.0,2953500.0,1215700.0,7.1,67.4,62.7,25513400.0,17159700.0,16049300.0,13008000.0,3041300.0,1110400.0,6.5,67.3,62.9,15985000.0
2004-11,25537200.0,17244600.0,16003500.0,13021700.0,2981800.0,1241100.0,7.2,67.5,62.7,25537200.0,17166800.0,15993700.0,12885800.0,3107800.0,1173100.0,6.8,67.2,62.6,16001600.0
2004-12,25560200.0,17246600.0,16016700.0,13036500.0,2980200.0,1229900.0,7.1,67.5,62.7,25560200.0,17089700.0,15945200.0,12826100.0,3119200.0,1144500.0,6.7,66.9,62.4,16016700.0
2005-01,25585500.0,17231900.0,16031500.0,13061300.0,2970200.0,1200400.0,7.0,67.4,62.7,25585500.0,16922400.0,15658400.0,12572000.0,3086400.0,1264000.0,7.5,66.1,61.2,16030300.0
2005-02,25613500.0,17260200.0,16049700.0,13085500.0,2964200.0,1210600.0,7.0,67.4,62.7,25613500.0,17003500.0,15742100.0,12625000.0,3117100.0,1261500.0,7.4,66.4,61.5,16043000.0
2005-03,25640900.0,17234700.0,16050100.0,13071900.0,2978200.0,1184600.0,6.9,67.2,62.6,25640900.0,17004400.0,15754400.0,12653300.0,3101100.0,1250000.0,7.4,66.3,61.4,16056400.0
2005-04,25668900.0,17238300.0,16075800.0,13113400.0,2962400.0,1162400.0,6.7,67.2,62.6,25668900.0,17049000.0,15850300.0,12822800.0,3027400.0,1198700.0,7.0,66.4,61.7,16071800.0
2005-05,25706500.0,17277200.0,16073500.0,13076500.0,2996900.0,1203800.0,7.0,67.2,62.5,25706500.0,17456500.0,16242500.0,13262000.0,2980500.0,1214100.0,7.0,67.9,63.2,16089100.0
2005-06,25738600.0,17272800.0,16100100.0,13157500.0,2942600.0,1172700.0,6.8,67.1,62.6,25738600.0,17554200.0,16446200.0,13582300.0,2863900.0,1108000.0,6.3,68.2,63.9,16111600.0
2005-07,25771700.0,17297600.0,16140900.0,13170700.0,2970300.0,1156600.0,6.7,67.1,62.6,25771700.0,17708500.0,16482800.0,13833200.0,2649500.0,1225800.0,6.9,68.7,64.0,16135900.0
2005-08,25810400.0,17341700.0,16180600.0,13199100.0,2981500.0,1161100.0,6.7,67.2,62.7,25810400.0,17728100.0,16460900.0,13865400.0,2595400.0,1267200.0,7.1,68.7,63.8,16159800.0
2005-09,25839500.0,17328800.0,16165900.0,13209800.0,2956100.0,1162900.0,6.7,67.1,62.6,25839500.0,17282500.0,16200500.0,13296100.0,2904400.0,1082000.0,6.3,66.9,62.7,16180000.0
2005-10,25867300.0,17372100.0,16206800.0,13188100.0,3018700.0,1165300.0,6.7,67.2,62.7,25867300.0,17326600.0,16266600.0,13173100.0,3093500.0,1060000.0,6.1,67.0,62.9,16197900.0
2005-11,25894400.0,17334200.0,16232800.0,13245700.0,2987200.0,1101300.0,6.4,66.9,62.7,25894400.0,17258800.0,16222300.0,13110700.0,3111600.0,1036500.0,6.0,66.7,62.6,16212300.0
2005-12,25918900.0,17370800.0,16226400.0,13273100.0,2953300.0,1144400.0,6.6,67.0,62.6,25918900.0,17211000.0,16155200.0,13067800.0,3087500.0,1055800.0,6.1,66.4,62.3,16227400.0
2006-01,25953300.0,17366700.0,16218500.0,13266100.0,2952400.0,1148300.0,6.6,66.9,62.5,25953300.0,17089600.0,15866300.0,12794600.0,3071700.0,1223300.0,7.2,65.8,61.1,16246000.0
2006-02,25979300.0,17362200.0,16249200.0,13248800.0,3000400.0,1113000.0,6.4,66.8,62.5,25979300.0,17103400.0,15950700.0,12788700.0,3162000.0,1152700.0,6.7,65.8,61.4,16271300.0
2006-03,26007200.0,17410100.0,16300200.0,13304900.0,2995300.0,1109800.0,6.4,66.9,62.7,26007200.0,17181500.0,16014200.0,12881200.0,3132900.0,1167300.0,6.8,66.1,61.6,16303500.0
2006-04,26036500.0,17439200.0,16333000.0,13354500.0,2978600.0,1106200.0,6.3,67.0,62.7,26036500.0,17237700.0,16099700.0,13044500.0,3055100.0,1138000.0,6.6,66.2,61.8,16335300.0
2006-05,26074700.0,17476800.0,16408900.0,13465600.0,2943300.0,1067900.0,6.1,67.0,62.9,26074700.0,17663400.0,16576300.0,13648700.0,2927600.0,1087100.0,6.2,67.7,63.6,16365800.0
2006-06,26107200.0,17467600.0,16398100.0,13406500.0,2991500.0,1069500.0,6.1,66.9,62.8,26107200.0,17750900.0,16744200.0,13818600.0,2925600.0,1006700.0,5.7,68.0,64.1,16388100.0
2006-07,26139000.0,17523600.0,16406300.0,13424200.0,2982000.0,1117300.0,6.4,67.0,62.8,26139000.0,17944800.0,16746600.0,14089800.0,2656800.0,1198200.0,6.7,68.7,64.1,16403400.0
2006-08,26177400.0,17530400.0,16405800.0,13465300.0,2940600.0,1124600.0,6.4,67.0,62.7,26177400.0,17915300.0,16682400.0,14136100.0,2546300.0,1232900.0,6.9,68.4,63.7,16415700.0
2006-09,26206200.0,17547500.0,16422300.0,13450300.0,2972000.0,1125200.0,6.4,67.0,62.7,26206200.0,17490800.0,16445800.0,13538200.0,2907600.0,1045000.0,6.0,66.7,62.8,16429600.0
2006-10,26234300.0,17524800.0,16441000.0,13478200.0,2962800.0,1083900.0,6.2,66.8,62.7,26234300.0,17477500.0,16496200.0,13470500.0,3025700.0,981300.0,5.6,66.6,62.9,16451000.0
2006-11,26261000.0,17565700.0,16447800.0,13456700.0,2991100.0,1117800.0,6.4,66.9,62.6,26261000.0,17488500.0,16440400.0,13325900.0,3114500.0,1048100.0,6.0,66.6,62.6,16479400.0
2006-12,26285800.0,17605900.0,16513800.0,13495200.0,3018600.0,1092100.0,6.2,67.0,62.8,26285800.0,17444300.0,16437200.0,13290700.0,3146500.0,1007100.0,5.8,66.4,62.5,16514000.0
2007-01,26314700.0,17694200.0,16576600.0,13524200.0,3052400.0,1117700.0,6.3,67.2,63.0,26314700.0,17402900.0,16217100.0,13045900.0,3171200.0,1185800.0,6.8,66.1,61.6,16550100.0
2007-02,26335700.0,17689900.0,16588700.0,13542400.0,3046300.0,1101300.0,6.2,67.2,63.0,26335700.0,17433700.0,16295700.0,13078900.0,3216800.0,1138000.0,6.5,66.2,61.9,16583300.0
2007-03,26359900.0,17741200.0,16645400.0,13579400.0,3066100.0,1095700.0,6.2,67.3,63.1,26359900.0,17526100.0,16370500.0,13156700.0,3213800.0,1155600.0,6.6,66.5,62.1,16612300.0
2007-04,26391800.0,17713700.0,16611200.0,13533500.0,3077700.0,1102500.0,6.2,67.1,62.9,26391800.0,17559300.0,16433800.0,13273800.0,3160000.0,1125500.0,6.4,66.5,62.3,16637400.0
2007-05,26419300.0,17715500.0,16645700.0,13592400.0,3053300.0,1069900.0,6.0,67.1,63.0,26419300.0,17910500.0,16812400.0,13771500.0,3040900.0,1098000.0,6.1,67.8,63.6,16665700.0
